,Index,comments,description,duration(mins),event,film_date,languages,main_speaker,title,num_speaker,published_date,related_talks,speaker_occupation,tags,url,views,related_titles,published_year,ratingPositivity,ratingTotalPositiveCount,Length2,RingID,RingSize,Vappear,relativeViews
595,19,1155,"In a culture where being social and outgoing are prized above all else, it can be difficult, even shameful, to be an introvert. But, as Susan Cain argues in this passionate talk, introverts bring extraordinary talents and abilities to the world, and should be encouraged and celebrated.",19.07,TED2012,28-02-2012,44,Susan Cain,The power of introverts,1,03-02-2012,"[{u'viewed_count': 31168571, u'hero': u'https://pe.tedcdn.com/images/ted/3820be698584de25ea375c0bf57ee620caf94b8d_1600x1200.jpg', u'title': u'The power of vulnerability', u'id': 1042, u'speaker': u'Brené Brown', u'duration': 1219, u'slug': u'brene_brown_on_vulnerability'}, {u'viewed_count': 2441889, u'hero': u'https://pe.tedcdn.com/images/ted/1c4414e5e8c5dbb93483ea5d718cf05957f3d3f7_2880x1620.jpg', u'title': u'In praise of slowness', u'id': 73, u'speaker': u'Carl Honoré', u'duration': 1155, u'slug': u'carl_honore_praises_slowness'}, {u'viewed_count': 2462746, u'hero': u'https://pe.tedcdn.com/images/ted/74e74754c9ee8e8e901a22d87de798f3d1ce74b3_1600x1200.jpg', u'title': u'Embracing otherness, embracing myself', u'id': 1193, u'speaker': u'Thandie Newton', u'duration': 835, u'slug': u'thandie_newton_embracing_otherness_embracing_myself'}, {u'viewed_count': 4235375, u'hero': u'https://pe.tedcdn.com/images/ted/04d1e1fb1416f51da0e23eff5ded7884fa43c492_2880x1620.jpg', u'title': u'Who are you, really? The puzzle of personality', u'id': 2530, u'speaker': u'Brian Little', u'duration': 915, u'slug': u'brian_little_who_are_you_really_the_puzzle_of_personality'}, {u'viewed_count': 3181588, u'hero': u'https://pe.tedcdn.com/images/ted/2e4d3e963bafd5fdc6f34d5706ff58fd3b2e22c1_2880x1620.jpg', u'title': u'Why you should define your fears instead of your goals', u'id': 2799, u'speaker': u'Tim Ferriss', u'duration': 801, u'slug': u'tim_ferriss_why_you_should_define_your_fears_instead_of_your_goals'}, {u'viewed_count': 3643867, u'hero': u'https://pe.tedcdn.com/images/ted/aa39c73bae9d19372ed2059e7c8b0b7eb9099865_1600x1200.jpg', u'title': u'Success, failure and the drive to keep creating', u'id': 1983, u'speaker': u'Elizabeth Gilbert', u'duration': 438, u'slug': u'elizabeth_gilbert_success_failure_and_the_drive_to_keep_creating'}]",Quiet revolutionary,"['business', 'culture', 'introvert', 'psychology']","https://www.ted.com/talks/susan_cain_the_power_of_introverts
",17629275,"[The power of vulnerability, In praise of slowness, Embracing otherness, embracing myself, Who are you, really? The puzzle of personality, Why you should define your fears instead of your goals, Success, failure and the drive to keep creating]",2012,0.968638679,29095,0.791666667,17,289,0,0.373287186
631,19,1155,"In a culture where being social and outgoing are prized above all else, it can be difficult, even shameful, to be an introvert. But, as Susan Cain argues in this passionate talk, introverts bring extraordinary talents and abilities to the world, and should be encouraged and celebrated.",19.07,TED2012,28-02-2012,44,Susan Cain,The power of introverts,1,03-02-2012,"[{u'viewed_count': 31168571, u'hero': u'https://pe.tedcdn.com/images/ted/3820be698584de25ea375c0bf57ee620caf94b8d_1600x1200.jpg', u'title': u'The power of vulnerability', u'id': 1042, u'speaker': u'Brené Brown', u'duration': 1219, u'slug': u'brene_brown_on_vulnerability'}, {u'viewed_count': 2441889, u'hero': u'https://pe.tedcdn.com/images/ted/1c4414e5e8c5dbb93483ea5d718cf05957f3d3f7_2880x1620.jpg', u'title': u'In praise of slowness', u'id': 73, u'speaker': u'Carl Honoré', u'duration': 1155, u'slug': u'carl_honore_praises_slowness'}, {u'viewed_count': 2462746, u'hero': u'https://pe.tedcdn.com/images/ted/74e74754c9ee8e8e901a22d87de798f3d1ce74b3_1600x1200.jpg', u'title': u'Embracing otherness, embracing myself', u'id': 1193, u'speaker': u'Thandie Newton', u'duration': 835, u'slug': u'thandie_newton_embracing_otherness_embracing_myself'}, {u'viewed_count': 4235375, u'hero': u'https://pe.tedcdn.com/images/ted/04d1e1fb1416f51da0e23eff5ded7884fa43c492_2880x1620.jpg', u'title': u'Who are you, really? The puzzle of personality', u'id': 2530, u'speaker': u'Brian Little', u'duration': 915, u'slug': u'brian_little_who_are_you_really_the_puzzle_of_personality'}, {u'viewed_count': 3181588, u'hero': u'https://pe.tedcdn.com/images/ted/2e4d3e963bafd5fdc6f34d5706ff58fd3b2e22c1_2880x1620.jpg', u'title': u'Why you should define your fears instead of your goals', u'id': 2799, u'speaker': u'Tim Ferriss', u'duration': 801, u'slug': u'tim_ferriss_why_you_should_define_your_fears_instead_of_your_goals'}, {u'viewed_count': 3643867, u'hero': u'https://pe.tedcdn.com/images/ted/aa39c73bae9d19372ed2059e7c8b0b7eb9099865_1600x1200.jpg', u'title': u'Success, failure and the drive to keep creating', u'id': 1983, u'speaker': u'Elizabeth Gilbert', u'duration': 438, u'slug': u'elizabeth_gilbert_success_failure_and_the_drive_to_keep_creating'}]",Quiet revolutionary,"['business', 'culture', 'introvert', 'psychology']","https://www.ted.com/talks/susan_cain_the_power_of_introverts
",17629275,"[The power of vulnerability, In praise of slowness, Embracing otherness, embracing myself, Who are you, really? The puzzle of personality, Why you should define your fears instead of your goals, Success, failure and the drive to keep creating]",2012,0.968638679,29095,0.791666667,18,324,0,0.373287186
667,19,1155,"In a culture where being social and outgoing are prized above all else, it can be difficult, even shameful, to be an introvert. But, as Susan Cain argues in this passionate talk, introverts bring extraordinary talents and abilities to the world, and should be encouraged and celebrated.",19.07,TED2012,28-02-2012,44,Susan Cain,The power of introverts,1,03-02-2012,"[{u'viewed_count': 31168571, u'hero': u'https://pe.tedcdn.com/images/ted/3820be698584de25ea375c0bf57ee620caf94b8d_1600x1200.jpg', u'title': u'The power of vulnerability', u'id': 1042, u'speaker': u'Brené Brown', u'duration': 1219, u'slug': u'brene_brown_on_vulnerability'}, {u'viewed_count': 2441889, u'hero': u'https://pe.tedcdn.com/images/ted/1c4414e5e8c5dbb93483ea5d718cf05957f3d3f7_2880x1620.jpg', u'title': u'In praise of slowness', u'id': 73, u'speaker': u'Carl Honoré', u'duration': 1155, u'slug': u'carl_honore_praises_slowness'}, {u'viewed_count': 2462746, u'hero': u'https://pe.tedcdn.com/images/ted/74e74754c9ee8e8e901a22d87de798f3d1ce74b3_1600x1200.jpg', u'title': u'Embracing otherness, embracing myself', u'id': 1193, u'speaker': u'Thandie Newton', u'duration': 835, u'slug': u'thandie_newton_embracing_otherness_embracing_myself'}, {u'viewed_count': 4235375, u'hero': u'https://pe.tedcdn.com/images/ted/04d1e1fb1416f51da0e23eff5ded7884fa43c492_2880x1620.jpg', u'title': u'Who are you, really? The puzzle of personality', u'id': 2530, u'speaker': u'Brian Little', u'duration': 915, u'slug': u'brian_little_who_are_you_really_the_puzzle_of_personality'}, {u'viewed_count': 3181588, u'hero': u'https://pe.tedcdn.com/images/ted/2e4d3e963bafd5fdc6f34d5706ff58fd3b2e22c1_2880x1620.jpg', u'title': u'Why you should define your fears instead of your goals', u'id': 2799, u'speaker': u'Tim Ferriss', u'duration': 801, u'slug': u'tim_ferriss_why_you_should_define_your_fears_instead_of_your_goals'}, {u'viewed_count': 3643867, u'hero': u'https://pe.tedcdn.com/images/ted/aa39c73bae9d19372ed2059e7c8b0b7eb9099865_1600x1200.jpg', u'title': u'Success, failure and the drive to keep creating', u'id': 1983, u'speaker': u'Elizabeth Gilbert', u'duration': 438, u'slug': u'elizabeth_gilbert_success_failure_and_the_drive_to_keep_creating'}]",Quiet revolutionary,"['business', 'culture', 'introvert', 'psychology']","https://www.ted.com/talks/susan_cain_the_power_of_introverts
",17629275,"[The power of vulnerability, In praise of slowness, Embracing otherness, embracing myself, Who are you, really? The puzzle of personality, Why you should define your fears instead of your goals, Success, failure and the drive to keep creating]",2012,0.968638679,29095,0.791666667,19,361,0,0.373287186
703,19,1155,"In a culture where being social and outgoing are prized above all else, it can be difficult, even shameful, to be an introvert. But, as Susan Cain argues in this passionate talk, introverts bring extraordinary talents and abilities to the world, and should be encouraged and celebrated.",19.07,TED2012,28-02-2012,44,Susan Cain,The power of introverts,1,03-02-2012,"[{u'viewed_count': 31168571, u'hero': u'https://pe.tedcdn.com/images/ted/3820be698584de25ea375c0bf57ee620caf94b8d_1600x1200.jpg', u'title': u'The power of vulnerability', u'id': 1042, u'speaker': u'Brené Brown', u'duration': 1219, u'slug': u'brene_brown_on_vulnerability'}, {u'viewed_count': 2441889, u'hero': u'https://pe.tedcdn.com/images/ted/1c4414e5e8c5dbb93483ea5d718cf05957f3d3f7_2880x1620.jpg', u'title': u'In praise of slowness', u'id': 73, u'speaker': u'Carl Honoré', u'duration': 1155, u'slug': u'carl_honore_praises_slowness'}, {u'viewed_count': 2462746, u'hero': u'https://pe.tedcdn.com/images/ted/74e74754c9ee8e8e901a22d87de798f3d1ce74b3_1600x1200.jpg', u'title': u'Embracing otherness, embracing myself', u'id': 1193, u'speaker': u'Thandie Newton', u'duration': 835, u'slug': u'thandie_newton_embracing_otherness_embracing_myself'}, {u'viewed_count': 4235375, u'hero': u'https://pe.tedcdn.com/images/ted/04d1e1fb1416f51da0e23eff5ded7884fa43c492_2880x1620.jpg', u'title': u'Who are you, really? The puzzle of personality', u'id': 2530, u'speaker': u'Brian Little', u'duration': 915, u'slug': u'brian_little_who_are_you_really_the_puzzle_of_personality'}, {u'viewed_count': 3181588, u'hero': u'https://pe.tedcdn.com/images/ted/2e4d3e963bafd5fdc6f34d5706ff58fd3b2e22c1_2880x1620.jpg', u'title': u'Why you should define your fears instead of your goals', u'id': 2799, u'speaker': u'Tim Ferriss', u'duration': 801, u'slug': u'tim_ferriss_why_you_should_define_your_fears_instead_of_your_goals'}, {u'viewed_count': 3643867, u'hero': u'https://pe.tedcdn.com/images/ted/aa39c73bae9d19372ed2059e7c8b0b7eb9099865_1600x1200.jpg', u'title': u'Success, failure and the drive to keep creating', u'id': 1983, u'speaker': u'Elizabeth Gilbert', u'duration': 438, u'slug': u'elizabeth_gilbert_success_failure_and_the_drive_to_keep_creating'}]",Quiet revolutionary,"['business', 'culture', 'introvert', 'psychology']","https://www.ted.com/talks/susan_cain_the_power_of_introverts
",17629275,"[The power of vulnerability, In praise of slowness, Embracing otherness, embracing myself, Who are you, really? The puzzle of personality, Why you should define your fears instead of your goals, Success, failure and the drive to keep creating]",2012,0.968638679,29095,0.791666667,20,400,0,0.373287186
21,21,846,"Cameron Russell admits she won “a genetic lottery”: she's tall, pretty and an underwear model. But don't judge her by her looks. In this fearless talk, she takes a wry look at the industry that had her looking highly seductive at barely 16 years old.",9.62,TEDxMidAtlantic,27-10-2012,43,Cameron Russell,"Looks aren't everything. Believe me, I'm a model.",1,16-01-2013,"[{u'viewed_count': 1447618, u'hero': u'https://pe.tedcdn.com/images/ted/41941d4fc7f4ad42944c4433c5d630e3cfedae5c_800x600.jpg', u'title': u'A teen just trying to figure it out', u'id': 1438, u'speaker': u'Tavi Gevinson', u'duration': 450, u'slug': u'tavi_gevinson_a_teen_just_trying_to_figure_it_out'}, {u'viewed_count': 3472466, u'hero': u'https://pe.tedcdn.com/images/ted/d3d18f76c4b3928cc0b9c603cac4202c9747d93f_2880x1620.jpg', u'title': u'My 12 pairs of legs', u'id': 482, u'speaker': u'Aimee Mullins', u'duration': 598, u'slug': u'aimee_mullins_prosthetic_aesthetics'}, {u'viewed_count': 900062, u'hero': u'https://pe.tedcdn.com/images/ted/bcbe69d0b22244df280c325195fc209ddf9dc42e_2880x1620.jpg', u'title': u'Fashion and creativity', u'id': 396, u'speaker': u'Isaac Mizrahi', u'duration': 856, u'slug': u'isaac_mizrahi_on_fashion_and_creativity'}, {u'viewed_count': 1202940, u'hero': u'https://pe.tedcdn.com/images/ted/c22d7ba42f3e8c7780175ee5a48d9fb7480f48cc_800x600.jpg', u'title': u'Wearing nothing new', u'id': 1161, u'speaker': u'Jessi Arrington', u'duration': 324, u'slug': u'jessi_arrington_wearing_nothing_new'}, {u'viewed_count': 1080927, u'hero': u'https://pe.tedcdn.com/images/ted/371a31477eb7b139740f8bd83a610aaea36b66d7_2880x1620.jpg', u'title': u'A celebration of natural hair', u'id': 2803, u'speaker': u'Cheyenne Cochrane', u'duration': 840, u'slug': u'cheyenne_cochrane_a_celebration_of_natural_hair'}, {u'viewed_count': 744095, u'hero': u'https://pe.tedcdn.com/images/ted/33baf93bd8a35229a99a0e3a6148b3a3a9043f33_2880x1620.jpg', u'title': u'The security mirage', u'id': 1132, u'speaker': u'Bruce Schneier', u'duration': 1265, u'slug': u'bruce_schneier'}]",Model,"['TEDx', 'beauty', 'culture', 'fashion', 'photography']","https://www.ted.com/talks/cameron_russell_looks_aren_t_everything_believe_me_i_m_a_model
",19787465,"[A teen just trying to figure it out, My 12 pairs of legs, Fashion and creativity, Wearing nothing new, A celebration of natural hair, The security mirage]",2013,0.868213457,7484,0.418055556,1,1,1,0.418985303
57,21,846,"Cameron Russell admits she won “a genetic lottery”: she's tall, pretty and an underwear model. But don't judge her by her looks. In this fearless talk, she takes a wry look at the industry that had her looking highly seductive at barely 16 years old.",9.62,TEDxMidAtlantic,27-10-2012,43,Cameron Russell,"Looks aren't everything. Believe me, I'm a model.",1,16-01-2013,"[{u'viewed_count': 1447618, u'hero': u'https://pe.tedcdn.com/images/ted/41941d4fc7f4ad42944c4433c5d630e3cfedae5c_800x600.jpg', u'title': u'A teen just trying to figure it out', u'id': 1438, u'speaker': u'Tavi Gevinson', u'duration': 450, u'slug': u'tavi_gevinson_a_teen_just_trying_to_figure_it_out'}, {u'viewed_count': 3472466, u'hero': u'https://pe.tedcdn.com/images/ted/d3d18f76c4b3928cc0b9c603cac4202c9747d93f_2880x1620.jpg', u'title': u'My 12 pairs of legs', u'id': 482, u'speaker': u'Aimee Mullins', u'duration': 598, u'slug': u'aimee_mullins_prosthetic_aesthetics'}, {u'viewed_count': 900062, u'hero': u'https://pe.tedcdn.com/images/ted/bcbe69d0b22244df280c325195fc209ddf9dc42e_2880x1620.jpg', u'title': u'Fashion and creativity', u'id': 396, u'speaker': u'Isaac Mizrahi', u'duration': 856, u'slug': u'isaac_mizrahi_on_fashion_and_creativity'}, {u'viewed_count': 1202940, u'hero': u'https://pe.tedcdn.com/images/ted/c22d7ba42f3e8c7780175ee5a48d9fb7480f48cc_800x600.jpg', u'title': u'Wearing nothing new', u'id': 1161, u'speaker': u'Jessi Arrington', u'duration': 324, u'slug': u'jessi_arrington_wearing_nothing_new'}, {u'viewed_count': 1080927, u'hero': u'https://pe.tedcdn.com/images/ted/371a31477eb7b139740f8bd83a610aaea36b66d7_2880x1620.jpg', u'title': u'A celebration of natural hair', u'id': 2803, u'speaker': u'Cheyenne Cochrane', u'duration': 840, u'slug': u'cheyenne_cochrane_a_celebration_of_natural_hair'}, {u'viewed_count': 744095, u'hero': u'https://pe.tedcdn.com/images/ted/33baf93bd8a35229a99a0e3a6148b3a3a9043f33_2880x1620.jpg', u'title': u'The security mirage', u'id': 1132, u'speaker': u'Bruce Schneier', u'duration': 1265, u'slug': u'bruce_schneier'}]",Model,"['TEDx', 'beauty', 'culture', 'fashion', 'photography']","https://www.ted.com/talks/cameron_russell_looks_aren_t_everything_believe_me_i_m_a_model
",19787465,"[A teen just trying to figure it out, My 12 pairs of legs, Fashion and creativity, Wearing nothing new, A celebration of natural hair, The security mirage]",2013,0.868213457,7484,0.418055556,2,4,1,0.418985303
93,21,846,"Cameron Russell admits she won “a genetic lottery”: she's tall, pretty and an underwear model. But don't judge her by her looks. In this fearless talk, she takes a wry look at the industry that had her looking highly seductive at barely 16 years old.",9.62,TEDxMidAtlantic,27-10-2012,43,Cameron Russell,"Looks aren't everything. Believe me, I'm a model.",1,16-01-2013,"[{u'viewed_count': 1447618, u'hero': u'https://pe.tedcdn.com/images/ted/41941d4fc7f4ad42944c4433c5d630e3cfedae5c_800x600.jpg', u'title': u'A teen just trying to figure it out', u'id': 1438, u'speaker': u'Tavi Gevinson', u'duration': 450, u'slug': u'tavi_gevinson_a_teen_just_trying_to_figure_it_out'}, {u'viewed_count': 3472466, u'hero': u'https://pe.tedcdn.com/images/ted/d3d18f76c4b3928cc0b9c603cac4202c9747d93f_2880x1620.jpg', u'title': u'My 12 pairs of legs', u'id': 482, u'speaker': u'Aimee Mullins', u'duration': 598, u'slug': u'aimee_mullins_prosthetic_aesthetics'}, {u'viewed_count': 900062, u'hero': u'https://pe.tedcdn.com/images/ted/bcbe69d0b22244df280c325195fc209ddf9dc42e_2880x1620.jpg', u'title': u'Fashion and creativity', u'id': 396, u'speaker': u'Isaac Mizrahi', u'duration': 856, u'slug': u'isaac_mizrahi_on_fashion_and_creativity'}, {u'viewed_count': 1202940, u'hero': u'https://pe.tedcdn.com/images/ted/c22d7ba42f3e8c7780175ee5a48d9fb7480f48cc_800x600.jpg', u'title': u'Wearing nothing new', u'id': 1161, u'speaker': u'Jessi Arrington', u'duration': 324, u'slug': u'jessi_arrington_wearing_nothing_new'}, {u'viewed_count': 1080927, u'hero': u'https://pe.tedcdn.com/images/ted/371a31477eb7b139740f8bd83a610aaea36b66d7_2880x1620.jpg', u'title': u'A celebration of natural hair', u'id': 2803, u'speaker': u'Cheyenne Cochrane', u'duration': 840, u'slug': u'cheyenne_cochrane_a_celebration_of_natural_hair'}, {u'viewed_count': 744095, u'hero': u'https://pe.tedcdn.com/images/ted/33baf93bd8a35229a99a0e3a6148b3a3a9043f33_2880x1620.jpg', u'title': u'The security mirage', u'id': 1132, u'speaker': u'Bruce Schneier', u'duration': 1265, u'slug': u'bruce_schneier'}]",Model,"['TEDx', 'beauty', 'culture', 'fashion', 'photography']","https://www.ted.com/talks/cameron_russell_looks_aren_t_everything_believe_me_i_m_a_model
",19787465,"[A teen just trying to figure it out, My 12 pairs of legs, Fashion and creativity, Wearing nothing new, A celebration of natural hair, The security mirage]",2013,0.868213457,7484,0.418055556,3,9,1,0.418985303
129,21,846,"Cameron Russell admits she won “a genetic lottery”: she's tall, pretty and an underwear model. But don't judge her by her looks. In this fearless talk, she takes a wry look at the industry that had her looking highly seductive at barely 16 years old.",9.62,TEDxMidAtlantic,27-10-2012,43,Cameron Russell,"Looks aren't everything. Believe me, I'm a model.",1,16-01-2013,"[{u'viewed_count': 1447618, u'hero': u'https://pe.tedcdn.com/images/ted/41941d4fc7f4ad42944c4433c5d630e3cfedae5c_800x600.jpg', u'title': u'A teen just trying to figure it out', u'id': 1438, u'speaker': u'Tavi Gevinson', u'duration': 450, u'slug': u'tavi_gevinson_a_teen_just_trying_to_figure_it_out'}, {u'viewed_count': 3472466, u'hero': u'https://pe.tedcdn.com/images/ted/d3d18f76c4b3928cc0b9c603cac4202c9747d93f_2880x1620.jpg', u'title': u'My 12 pairs of legs', u'id': 482, u'speaker': u'Aimee Mullins', u'duration': 598, u'slug': u'aimee_mullins_prosthetic_aesthetics'}, {u'viewed_count': 900062, u'hero': u'https://pe.tedcdn.com/images/ted/bcbe69d0b22244df280c325195fc209ddf9dc42e_2880x1620.jpg', u'title': u'Fashion and creativity', u'id': 396, u'speaker': u'Isaac Mizrahi', u'duration': 856, u'slug': u'isaac_mizrahi_on_fashion_and_creativity'}, {u'viewed_count': 1202940, u'hero': u'https://pe.tedcdn.com/images/ted/c22d7ba42f3e8c7780175ee5a48d9fb7480f48cc_800x600.jpg', u'title': u'Wearing nothing new', u'id': 1161, u'speaker': u'Jessi Arrington', u'duration': 324, u'slug': u'jessi_arrington_wearing_nothing_new'}, {u'viewed_count': 1080927, u'hero': u'https://pe.tedcdn.com/images/ted/371a31477eb7b139740f8bd83a610aaea36b66d7_2880x1620.jpg', u'title': u'A celebration of natural hair', u'id': 2803, u'speaker': u'Cheyenne Cochrane', u'duration': 840, u'slug': u'cheyenne_cochrane_a_celebration_of_natural_hair'}, {u'viewed_count': 744095, u'hero': u'https://pe.tedcdn.com/images/ted/33baf93bd8a35229a99a0e3a6148b3a3a9043f33_2880x1620.jpg', u'title': u'The security mirage', u'id': 1132, u'speaker': u'Bruce Schneier', u'duration': 1265, u'slug': u'bruce_schneier'}]",Model,"['TEDx', 'beauty', 'culture', 'fashion', 'photography']","https://www.ted.com/talks/cameron_russell_looks_aren_t_everything_believe_me_i_m_a_model
",19787465,"[A teen just trying to figure it out, My 12 pairs of legs, Fashion and creativity, Wearing nothing new, A celebration of natural hair, The security mirage]",2013,0.868213457,7484,0.418055556,4,16,1,0.418985303
165,21,846,"Cameron Russell admits she won “a genetic lottery”: she's tall, pretty and an underwear model. But don't judge her by her looks. In this fearless talk, she takes a wry look at the industry that had her looking highly seductive at barely 16 years old.",9.62,TEDxMidAtlantic,27-10-2012,43,Cameron Russell,"Looks aren't everything. Believe me, I'm a model.",1,16-01-2013,"[{u'viewed_count': 1447618, u'hero': u'https://pe.tedcdn.com/images/ted/41941d4fc7f4ad42944c4433c5d630e3cfedae5c_800x600.jpg', u'title': u'A teen just trying to figure it out', u'id': 1438, u'speaker': u'Tavi Gevinson', u'duration': 450, u'slug': u'tavi_gevinson_a_teen_just_trying_to_figure_it_out'}, {u'viewed_count': 3472466, u'hero': u'https://pe.tedcdn.com/images/ted/d3d18f76c4b3928cc0b9c603cac4202c9747d93f_2880x1620.jpg', u'title': u'My 12 pairs of legs', u'id': 482, u'speaker': u'Aimee Mullins', u'duration': 598, u'slug': u'aimee_mullins_prosthetic_aesthetics'}, {u'viewed_count': 900062, u'hero': u'https://pe.tedcdn.com/images/ted/bcbe69d0b22244df280c325195fc209ddf9dc42e_2880x1620.jpg', u'title': u'Fashion and creativity', u'id': 396, u'speaker': u'Isaac Mizrahi', u'duration': 856, u'slug': u'isaac_mizrahi_on_fashion_and_creativity'}, {u'viewed_count': 1202940, u'hero': u'https://pe.tedcdn.com/images/ted/c22d7ba42f3e8c7780175ee5a48d9fb7480f48cc_800x600.jpg', u'title': u'Wearing nothing new', u'id': 1161, u'speaker': u'Jessi Arrington', u'duration': 324, u'slug': u'jessi_arrington_wearing_nothing_new'}, {u'viewed_count': 1080927, u'hero': u'https://pe.tedcdn.com/images/ted/371a31477eb7b139740f8bd83a610aaea36b66d7_2880x1620.jpg', u'title': u'A celebration of natural hair', u'id': 2803, u'speaker': u'Cheyenne Cochrane', u'duration': 840, u'slug': u'cheyenne_cochrane_a_celebration_of_natural_hair'}, {u'viewed_count': 744095, u'hero': u'https://pe.tedcdn.com/images/ted/33baf93bd8a35229a99a0e3a6148b3a3a9043f33_2880x1620.jpg', u'title': u'The security mirage', u'id': 1132, u'speaker': u'Bruce Schneier', u'duration': 1265, u'slug': u'bruce_schneier'}]",Model,"['TEDx', 'beauty', 'culture', 'fashion', 'photography']","https://www.ted.com/talks/cameron_russell_looks_aren_t_everything_believe_me_i_m_a_model
",19787465,"[A teen just trying to figure it out, My 12 pairs of legs, Fashion and creativity, Wearing nothing new, A celebration of natural hair, The security mirage]",2013,0.868213457,7484,0.418055556,5,25,1,0.418985303
201,21,846,"Cameron Russell admits she won “a genetic lottery”: she's tall, pretty and an underwear model. But don't judge her by her looks. In this fearless talk, she takes a wry look at the industry that had her looking highly seductive at barely 16 years old.",9.62,TEDxMidAtlantic,27-10-2012,43,Cameron Russell,"Looks aren't everything. Believe me, I'm a model.",1,16-01-2013,"[{u'viewed_count': 1447618, u'hero': u'https://pe.tedcdn.com/images/ted/41941d4fc7f4ad42944c4433c5d630e3cfedae5c_800x600.jpg', u'title': u'A teen just trying to figure it out', u'id': 1438, u'speaker': u'Tavi Gevinson', u'duration': 450, u'slug': u'tavi_gevinson_a_teen_just_trying_to_figure_it_out'}, {u'viewed_count': 3472466, u'hero': u'https://pe.tedcdn.com/images/ted/d3d18f76c4b3928cc0b9c603cac4202c9747d93f_2880x1620.jpg', u'title': u'My 12 pairs of legs', u'id': 482, u'speaker': u'Aimee Mullins', u'duration': 598, u'slug': u'aimee_mullins_prosthetic_aesthetics'}, {u'viewed_count': 900062, u'hero': u'https://pe.tedcdn.com/images/ted/bcbe69d0b22244df280c325195fc209ddf9dc42e_2880x1620.jpg', u'title': u'Fashion and creativity', u'id': 396, u'speaker': u'Isaac Mizrahi', u'duration': 856, u'slug': u'isaac_mizrahi_on_fashion_and_creativity'}, {u'viewed_count': 1202940, u'hero': u'https://pe.tedcdn.com/images/ted/c22d7ba42f3e8c7780175ee5a48d9fb7480f48cc_800x600.jpg', u'title': u'Wearing nothing new', u'id': 1161, u'speaker': u'Jessi Arrington', u'duration': 324, u'slug': u'jessi_arrington_wearing_nothing_new'}, {u'viewed_count': 1080927, u'hero': u'https://pe.tedcdn.com/images/ted/371a31477eb7b139740f8bd83a610aaea36b66d7_2880x1620.jpg', u'title': u'A celebration of natural hair', u'id': 2803, u'speaker': u'Cheyenne Cochrane', u'duration': 840, u'slug': u'cheyenne_cochrane_a_celebration_of_natural_hair'}, {u'viewed_count': 744095, u'hero': u'https://pe.tedcdn.com/images/ted/33baf93bd8a35229a99a0e3a6148b3a3a9043f33_2880x1620.jpg', u'title': u'The security mirage', u'id': 1132, u'speaker': u'Bruce Schneier', u'duration': 1265, u'slug': u'bruce_schneier'}]",Model,"['TEDx', 'beauty', 'culture', 'fashion', 'photography']","https://www.ted.com/talks/cameron_russell_looks_aren_t_everything_believe_me_i_m_a_model
",19787465,"[A teen just trying to figure it out, My 12 pairs of legs, Fashion and creativity, Wearing nothing new, A celebration of natural hair, The security mirage]",2013,0.868213457,7484,0.418055556,6,36,1,0.418985303
